Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2009,1154694,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2010,585837,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2011,444758,2011,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2012,426891,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2013,946440,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2014,515308,2014,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2015,631422,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2016,228197,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),76,Brazil,2017,438410,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),84,Belize,2007,8,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),84,Belize,2008,551462.657,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),84,Belize,2009,64,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),84,Belize,2010,5244.981,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2007,21343,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2009,607,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2010,1456,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2011,36,2011,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2012,216,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),90,Solomon Islands,2013,4800,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2005,6933,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2006,547,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2007,2559.72,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2008,557.85504,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2009,63,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2010,946.81048,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2012,8640,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2013,173.04319,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2014,5135,2014,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2015,1482,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2016,2195,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2017,6675,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2018,621,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),100,Bulgaria,2019,432,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2005,90925,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2006,89330,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2007,44975,2007,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2008,1169776,2008,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2009,85423,2009,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2010,272578,2010,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2011,449542.914,2011,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2012,423334.842,2012,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2013,299306.832,2013,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2014,236174.626,2014,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2015,566307,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2016,1063882,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2017,1023153,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2018,224398.0599,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),104,Myanmar,2019,212676.73027,2019,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),108,Burundi,2015,50599,2015,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),108,Burundi,2016,34090,2016,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),108,Burundi,2017,60901,2017,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),108,Burundi,2018,106233,2018,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),116,Cambodia,2005,15307.0695,2005,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11.5,11.5.1,VC_DSR_AFFCT,Number of people affected by disaster (number),116,Cambodia,2006,50917.21414,2006,,,,,United Nations Office for Disaster Risk Reduction (2020),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”. The nature of this data is a combination of C (Country) and E (Estimated).,NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
